Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
1539,"AuOr 24 (2006), 161-163.","Garcia-Ventura, Agnès",2006,"Rv. S. Zawadzki, Garments of the Gods. Studies on the Textile Industry and the Pantheon of Sippar according to the Texts from the Ebabbar Archive (Freiburg and Göttingen 2006)",24,161-163,Aula Orientalis,,,,
1522,"ASJ 19 (1997), 797-814","Zadok, Ran",1997,A Late Babylonian Boat Rental,19,797-814,Acta Sumerologica,,,,
1506,"ArOr 7 (1935), 367-371","Nicolò, Mariano, San",1935,Parerga Babyloniaca XVII: Ein Mühlenbannrecht des Tempels Eanna in neubabylonischer Zeit,7,367-371,Archív Orientalí,,,,
1490,"ArOr 5 (1933), 61-77","Nicolò, Mariano, San",1933,"Parerga Babyloniaca IX: Der Monstreprozess des Gimillus, eines širku von Eanna",5,61-77,Archív Orientalí,,,,
1474,"ArOr 36 (1968), 213-232","Klíma, Otokar",1968,Wie sah die persische Geschichtsschreibung in der vorislamischen Periode aus?,36,213-232,Archív Orientalí,,,,
1457,"ArOr 12 (1941), 113-120","Bolla-Kotek, Sibylle, von",1941,Drei Diebstahlsfälle von Tempeleigentum in Uruk,12,113-120,Archív Orientalí,,,,
1441,"AOS 121/4 (2001), 687-689","Huber, Peter J.",2001,"Rv. N.M. Swerdlow, Ancient Astronomy and Celestial Divination (Massachusetts 1999)",121/4,687-689,American Oriental Studies,,,,
1425,"AoF 22 (1995), 240-246","Zawadzki, Stefan",1995,NER 18 and NER 70 as a Source for the Topography of Babylonia,22,240-246,Altorientalische Forschungen,,,,
1409,"AÖAW 118 (1981), 128-132","Mayrhofer, Manfred",1981,Zu übergegangenen Inschriftenfragmenten aus Susa,118,128-132,Anzeiger der Österreichischen Akademie der Wissenschaften,,,,
1393,"AnTan 16 (1969), 203-204","Harmatta, János",1969,"Der Beiname des Dareios III., * Kodomannos/Codomannus, sei aus dem altpers. *Katu-manah, ""der mit kämpferischer Seele"", entlehnt und bedeutet eine Anerkennung des Königs von persischer Seite",16,203-204,Antik Tanulmányok,,,,
1376,"Annales HSS 57/3 (2002), 674-675.","Joannès, Francis",2002,"Rv. A.C.V.M. Bongenaar. The Neo-Babylonian Ebabbar Temple at Sippar: its Administration and its Prosopography, PIHANS 80 (Leiden 1997)",57/3,674-675,"Annales. Histoire, Science Sociales",,,,
1359,"AMI NF 8 (1975 publ.1976), 99-113","Calmeyer, Peter",1975 publ. 1976,Zur Genese altiranischer Motive. III. Felsgräber,8,99-113,Archäologische Mitteilungen aus Iran Neue Folge,,,,
1343,"AMI 21 (1988 publ.1990), 91-137","Abka´i-Kahvari, Manijeh",1988 publ.1990,Die achämenidischen Metallschalen,21,91-137,Archäologische Mitteilungen aus Iran,,,,
1327,"Alter Orient Aktuell 5 (August 2004), 4-5","Hilgert, Markus",2004,Die Tafeln des Herrn Töpfer. Zum Repertoire eines neubabylonischen Schreibers,5,4-5.,Alter Orient Aktuell,,,,
1311,"Akkadica 104-105 (1997), 24-57","Battini, Laura",1997,Les systèmes défensifs à Babylon,104-105,24-57,Akkadica,,,,
1293,"AJA 68 (1964), 205-206","Lambert, Wilfred G.",1964,"Rv. L.Woolley and M.E.L. Mallowan, the Neo-Babylonian and Persian Periods (= UE IX)",68,205-206,American Journal of Archaeology,,,,
1277,"AION 54 (1994), 289-297","Di Gennaro, Teodolinda",1994,Famiglie e professioni nella Sippar achemenide: il caso di Taqīš-Gula,54,289-297,Annali dell'Istituto Orientale di Napoli,,,,
1261,"AfO 51 (2005/2006), 108-124","Oelsner, Joachim",2005-2006,"Der ""Hilprecht-Text"": der Jenaer astronomisch-Mathematische Tafel HS 245 (früher HS 229) und die Paralleltexte Sm 162 (CT 33, 11) Rs. Sowie Sm 1113 (AfO 18, 393f.).",51,108-124,Archiv für Orientforschung,,,,
1245,"AfO 46/47 (1999/2000), 290-295","Jursa, Michael",1999-2000,"Rv. D.T. Potts, Mesopotamian Civilization. the Material foundations (Ahlone Publications in Egyptology and Ancient Near Eastern Studies, 1997)",46-47,290-295,Archiv für Orientforschung,,,,
1226,"AfO 42/43 (1995-1996), 248-250","Geller, Mark J.",1995-1996,"Rv. A.R. George, Babylonian Topographical Texts (OLA 40)",42-43,248-250,Archiv für Orientforschung,,,,
1210,"AfO 28 (1981-82), 135-139","Zadok, Ran",1981-82,Iranian and Babylonian Notes,28,135-139,Archiv für Orientforschung,,,,
1193,"AfO 19 (1959-60), 200-201","Weidner, Ernst F.",1959-60,Persischer Golf,19,200-201,Archiv für Orientforschung,,,,
1175,"AfO 14 (1944), 328-329","Ungnad, Arthur",1944,Vertrag über die Anlegung einer Erbgruft,14,328-329,Archiv für Orientforschung,,,,
1159,"AcAntHung 25 (1977 publ. 1980), 43-67","Komoróczy, Géza",1977,Ummān-manda,25,43-67,Acta Antiqua Academiae Scientiarum Hungaricae,,,,
702,"Pinches, BOR 2 (1887/8)","Pinches, Theophilus G.",1887/8,A Babylonian Dower-contract,2,1-8,The Babylonian and Oriental Record,,,,
277,"Leichty, AnSt 33","Leichty, Erle V.",1983,Bel-epuš and Tammaritu,33,", 153-55 pdf-file

, 153-55 pdf-file

, 153-55 pdf-file

, 153-55 pdf-file

153-55",Anatolian Studies,6015,,,
250,"Gadd, BMQ 16/2","Gadd, Cyril J.",1951,Babylonian Antiquities from the Alnwick Castle Collection,16/2,43-45,The British Museum Quarterly,,,,
219,"Scheil, RA 18","Scheil, Vincent",1921,Catalogue de la collection Eugène Tisserant,18,1-33,Revue d’Assyriologie et d’Archéologie orientale,,,,
180,"Beaulieu, BaM 28","Beaulieu, Paul-A.",1997,The Fourth Year of Hostilities in the Land,28,367-394,Baghdader Mitteilungen,5769,,,
155,"Brinkman, NABU 2008/8","Brinkman, John A.",2008,A Legal Text from Babylon Dated in the Reign of Shalmaneser V,2008/8,,Nouvelles Assyriologiques Brèves et Utilitaires,5777,,,
4056,"Isimu 13 (2011), 25-60","Pino Cano, Juan, Antonio",2013,Aššurbanipal contra Babilonia,11,25-60,,,,,
4040,"Akkadica 135/2 (2014), 145-171","Thissen, Cornell",2014,Studies in Onomoastics: the Use of the Sign DÙ,135/2,145-171,,,,,
4024,"Orient 49 (2014), 85-88","Shibata, Daisuke",2014,"A Note on the Bilingual Inscription of Šamaš-šumu-ukīn, RIMB 2, B.6.33.1.",49,85-88,,,,,
4008,"Kaskal 10 (2013), 69-87","Pirngruber, Reinhard",2013,Police Forces in First Millennium BC Babylonia and Beyond,10,69-87,,,,,
3992,NABU 2013/54,"Mitsuma, Yasuyuki",2013,Large Wooden Writing Board Mentioned in the Astronomical Diary -213,2013/54,,,,,,
3976,"JAOS 134/3 (2014), 507-512","Kozuh, Michael",2014,"Rv. B. Jacobs and R. Rollinger, Der Achämenidenhof",134/3,507-512,,,,,
3959,"Kaskal 8 (2011), 177-221","Jankovic, Bojana",2011,Das Brief-Dossier des Šumu-ukīn,8,177-221,,,,,
3943,"JAOS 135/2 (2015), 363-365","Fried, Lisbeth S.",2015,"Rv. E.S. Gerstenberger (translated by S.S. Schatzmann), Israel in the Persian Period: The Fifth and Fourth Centuries",135/2,363-365,,,,,
3927,"RA 104 (2010), 163-168","Cseke, Henrietta",2010,Did Sîn-uballiṭ return his loans of not? Methods of archiving and pledging slave women by reason of a Neo-Babylonian archive,104,163-168,,,,,
3911,"JCS 66 (2014), 113-128","Bartelmus, Alexa",2014,Collecting and Connecting History: Nabonidus and the Kassite Rebuilding of E(ul)maš of (Ištar)-Annunītu in Sippar-Annunītu,66,113-128,,,,,
3895,"ZVS 81 (1967), 54-62","Schmitt, Rüdiger",1967,Altpersische Minutien,81,54-62,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen,,,,
3879,"ZK 1 (1884), 45-64","Oppert, Jules",1884,Un acte de vente conservé en deux exemplaires,1,45-64,Zeitschrift für Keilschriftforschung,,,,
3863,"TPS (1979), 114-190","Gershevitch, Ilya",1979,The Alloglottography of Old Persian,,114-190,Transactions of the Philological Society,,,,
3847,"SMSR 34 (1963), 237-245","Gnoli, Gherardo",1963,La stella Sirio e l´influenza dell'astrologia caldea nell'Iran antico,34,237-245,Studi e materiali di storia delle religioni,,,,
3831,PO 149-150/1-2 (1989) 143-144,"Skladanek, Bogdan",1989,"Rv. St. Zawadzki, the Fall of Assyria and Median-Babylonian Relations (1988)",149-150/1-2,143-144,Patrologia orientalis,,,,
3815,"OIP 97 (1978), 71-95","Biggs, Robert D.",1978,The Cuneiform Inscriptions,97,71-95,Oriental Institute Publications,,,,
3799,"NBGAW 1 (1964), 19-29","Klíma, Josef",1964,"Zur Stellung der mesopotamischen Sklaven,",1,19-29,Neue Beiträge zur Geschichte der Alten Welt,,,,
3783,"KSI(N)A 86 (1965), 109-115","Dandamayev, Muhammed A.",1965,Die Garantien beim Verkauf von Sklaven in spätbabylonischen Urkunden (in Russ.),86,109-115,Краткие сообщения Института Археологии АН ОССР (Kratkie soobŝenija Instituta Arheologii AN OSSR),,,,
3767,"JSS 38 (1993), 136-138","MacGinnis, John",1993,"Rv. E. Gehlken, Uruk. Spätbabylonische Wirtschaftstexte aus dem Eanna-Archiv. Teil I: Texte verschiedenen Inhalts (AUWE 5. 1990)",38,136-138,Journal of Semitic Studies,,,,
3751,"JRAS 74 (1942), 74","Gadd, Cyril J.",1942,"Rv. J. Ph. Hyatt, The Treatment of Final Vowels in Early Neo-Babylonian",74,74,Journal of the Royal Asiatic Society,,,,
3735,"JQR 63 (1972), 171-174","Stigers, Harold G.",1972,A Neo-Babylonian Quit-Claim Deed,63,171-174,Jewish Quarterly Review,,,,
3719,"IPEK 20 (1960-1963), 117-118","Kühn, Herbert",1960-1963,"Rv. E.F. von Eickstedt, Türken, Kurden and Iraner seit dem Altertum",20,117-118,"Jahrbüch für prähistorische und ethnographische Künst (Berlin, Paris)",,,,
3703,"Fischer-Weltgeschichte 6 (1965), 270-291","Meuleau, Maurice",1965,Mesopotamien unter der Herrschaft der Seleukiden,6,270-291,Fischer-Weltgeschichte,,,,
3687,"ErIs 27 (2003), 1-9.","Abraham, Kathleen",2003,Property and Ownership in the Egibi Archive from Babylon.,27,1-9.,Eretz Israel,,,,
3671,Electrum 10 (2005) 31-39,"Geller, Mark J.",2005,Persian Influence on Aramaic,10,31-39,Electrum,,,,
3655,"Bulletin of the Southern California Academy of Sciences 32/II (1933), 41-76","Knopf, Charles S.",1933,"Items of Interest from Miscellaneous Neo-Babylonian Documents,",32/II,41-76,Bulletin of the Southern California Academy of Sciences,,,,
3639,"BLOT (1979), 37","Lambert, Wilfred G.",1979,"Rv. E.N. von Voigtlander, The Bisitun Inscription of Darius the Great, Babylonian Version",,37,"Book List. Society for Old Testament Studies (Llansadwrn, Menai Bridge)",,,,
3623,"Archeologia 44 (1972), 6-13","Amiet, Pierre",1972,Élamites et Perses en Susiane,44,6-13.,Archeologia,,,,
3607,"ACIO 136, 105-106","Schott, Albert",1940,Eine geplante Gesamtbearbeitung der astrologischen und astronomischen Keilschrifttexte,136,105-106,Actes du Congrès International des Orientalistes,,,,
3591,"AA 18 (1955), 213-216","Porada, Edith",1955,"Rv. R. Ghirshman, Village perse-achéménide",18,213-216,Archäologischer Anzeiger,,,,
3575,"Zeitschrift für vergleichende Sprachwissenschaft 75 (1958), 239","Hamp, Eric P.",1958,Old Persian avā,75,239,Zeitschrift für vergleichende Sprachforschung,,,,
3559,"ZDMG 132 (1982), 214","Röllig, Wolfgang",1982,"Rv. L. Jakob-Rost and H. Freydank, Spätbabylonische Rechtsurkunden und Wirtschaftstexte aus Uruk (VS 20 = NF 4)",132,214,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3543,"ZDMG 109 (1959), 200-202","Seidl, E.",1959,"Rv. H. Petschow, Neubabylonisches Pfandrecht (Berlin 1956)",109,200-202,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3527,"ZA 95(2005), 303-306.","MacGinnis, John",2005,"Rv. P.-A. Beaulieu, the Pantheon of Uruk during the Neo-BabylonianPeriod (Cuneiform Monographs 23)",95,303-306,Zeitschrift für Assyriologie,,,,
3511,"ZA 90 (2000), 297-298","Streck, Michael , P.",2000,"Rv. V. Donbaz and M.W. Stolper, Istanbul Murašû Texts (PIHANS 79, 1997)",90,297-298,Zeitschrift für Assyriologie,,,,
3494,"ZA 88 (1998), 100-113","Seidl, Ursula",1998,Das Flut-Ungeheuer abūbu,88,100-113,Zeitschrift für Assyriologie,,,,
3477,"ZA 84 (1994), 283-288","Streck, Michael , P.",1994,"Rv. D.B. Weisberg, The Late Babylonian Texts of the Oriental Institute Collection (BibMes 24, 1991)",84,283-288,Zeitschrift für Assyriologie,,,,
3461,"ZA 79 (1989), 80-101","Stolper, Matthew W.",1989,Registration and Taxation of Slave Sales in Achaemenid Babylonia,79,80-101,Zeitschrift für Assyriologie,,,,
3444,"ZA 70 (1981), 246-257","Oelsner, Joachim",1981,Bestattungssitten im hellenistischen Babylon als historisches Problem,70,246-257,Zeitschrift für Assyriologie,,,,
3428,"ZA 65 (1976), 279-281","von Soden, Wolfram",1976,"Rv. Schretter, Alter Orient und Hellas. Fragen zur Beeinflussung griechischen Gedankengutes aus altorientalischen Quellen",65,279-281,Zeitschrift für Assyriologie,,,,
3411,"ZA 53 (1959), 279","Falkenstein, Adam",1959,"Rv. R.A. Parker and W. H. Dubberstein, Babylonian Chronology 626 B.C. - A.D. 75",53,279,Zeitschrift für Assyriologie,,,,
3395,"ZA 47 (1941), 131","von Soden, Wolfram",1941,"Rv. G. Brunner, Der Nabuchodonosor des Buches Judith",47,131,Zeitschrift für Assyriologie,,,,
3379,"WZKM 96 (2006), 416-418.","MacGinnis, John",2006,"Rv. M. Jursa, Neo-Babylonian Legal and Administrative Documents: Typology, Contents and Archives.",96,416-418,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,
3363,"WZKM 65/66 (1973/74 publ. 1975), 327-328","Hunger, Hermann",1973/74 publ. 1975,"Rv. E. Salonen, Über das Erwerbsleben im Alten Mesopotamien. Untersuchungen zu den akkadischen Berufsnamen. Teil I",65/66,327-328,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,
3347,"WeOr 6/2 (1971 publ. 1972), 157-162","Dietrich, Manfried",1971 publ. 1972,Neue Quellen zur Geschichte Babyloniens (IV). Die Urkunden der Jahre 700 bis 651 aus dem Archiv des Urukäers Nabû-ušallim,6/2.,157-162,Die Welt des Orients,,,,
3331,"WeOr 27 (1996), 181-182","Gasche, Hermann",1996,"Rv. M.A. Dandamayev, A Political History of the Achaemenid Empire (Leiden 1989)",27,181-182,Die Welt des Orients,,,,
3315,"WeOr 17 (1986 publ.1987), 162-163","Koch, Heidemarie",1986 publ.1987,"Rv. E. Carter and M.W. Stolper, Elam (1984)",17,162-163,Die Welt des Orients,,,,
3297,"Vistes in Astronomy 1 (1955), 47-51","Neugebauer, Otto",1955,"The Egyptian ""Decans""",1,47-51,Vistas in Astronomy,,,,
3281,"UCP 9/12 (1931), 413-418","Lutz, Henry F.",1931,A Slave Sale Document of the Time of Neriglissar,9/XII.,413-418,University of California Publications,,,,
3265,"Transeuphratène 19 (2000), 13-33","Sapin, Jean",2000,La main-d´oeuvre migrante en Transeuphratène achéménide,19,13-33,Transeuphratène,,,,
3249,"Syria 87 (2010), 430-431","Tolini, Gauthier",2010,"Rv. P. Briant, W. Henkelman, M.W. Stolper (eds), L'archive des Fortifications de Persepolis. État des questions et perspectives de recherches (Persika 12, 2008).",87,430-431,Syria,,,,
3233,"Sumer 35 (1979), 232-226","George, Andrew, R.",1979,The Cuneiform Text Tin.tir{ki} Ba-bi-lu and the Topography of Babylon,35,232-226,Sumer,,,,
3217,"StIr 3 (1974), 7-28 (135-169)","Stève, Marie-Joseph",1974,Inscriptions des Achémenides à Suse,3,7-28 (135-169),Studia Iranica,,,,
3201,"Specimina Nova Universitatis Quinqueecclesiensis 12 (1996), 323-325","Vargyas, Péter",1996,On some Unusual Neo-Babylonian Interest Rates,12,323-325,Specimina Nova Universitatis Quinqueecclesiensis,,,,
3185,"Scripta Minora 1 (1996), 35-44","Maniaczyk, Jaroslaw",1996,The Northern Group of the Babylonian Family of Šigūa. A Contribution to the Studies of Babylonian Society in the Second Half of the First Millennium B.C.,1,35-44,Scripta Minora,,,,
3169,"SAAB 7 (1994), 125-128","Röllig, Wolfgang",1994,Die Aramäischen Beischriften auf den Texten 1 and 3,7,125-128,"State Archives of Assyria, Bulletin",,,,
3153,"RO 3 (1925 publ. 1927), 180-215","Sonnenschein, Ephraim",1925 publ. 1927,Beiträge zu den neubabylonischen Urkunden über Kauf,3,180-215,Rocznik orientalistyczny,,,,
3137,"Res Orientales 10 (1997), 89-107","Mollo, Paolo",1997,Sigilli e timbri ufficiali nella Mesopotamia Seleucide,10,89-107,Res Orientales,,,,
3121,"RB 49 (1940), 303-304","Tournay, R.",1940,"Rv. E.W. Moore, Neo-Babylonian Documents in the University of Michigan Collection",49,303-304,Revue Biblique,,,,
3105,"RA 91 (1997), 49-80","Lambert, Wilfred G.",1997,Processions to the akītu House,91,49-80,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3089,"RA 85 (1991), 75-77","Horowitz, Wayne",1991,"Antiochus I, Esagil, and a Celebration of the Ritual for Renovation of the Temples",85,75-77,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3073,"RA 79 (1985), 75-76","Potts, Daniel T.",1985,The Location of Iz-ki-e,79,75-76,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3057,"RA 75 (1981), 170","Frame, Grant",1981,"Nebukadnezar Zylinder III,2",75,170,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3041,"RA 63 (1969), 86-88","Schramm, Wolfgang",1969,Zur akkadischen Fassung von Darius Susa f,63,86-88,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3025,"RA 48 (1954), 103","Bottéro, Jean",1954,"Rv. G. Cardascia, Les archives des Murašû (Paris 1951)",48,103,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3009,"RA 15 (1918), 61-64","Scheil, Vincent",1918,L'admission d'un esclave au service liturgique,15,61-64,Revue d'Assyriologie et d'Archéologie Orientale,,,,
2993,"PSBA 9 (1886-87), 267-310","Revillout, Eugène",1886-87,"Les dépôts et les confiements en droit égyptien et en droit babylonien,",9,267-310,Proceedings of the Society of Biblical Archaeology,,,,
2977,"PEFQS 32 (1900), 258-268","Pinches, Theophilus G.",1900,"The Collection of Babylonian Tablets Belonging to Joseph Offord, esq.,",32,258-268,Palestine Exploration Fund quaterly statement,,,,
2961,"OrS 49 (2000), 107-110","Pedersén, Olof",2000,The Cuneiform Tablet in Carolina Rediviva,49,107-110,Orientalia Suecana,,,,
2945,"Or 79 (2010), 570-574","Wunsch, Cornelia",2010,"Rv. D.B. Weisberg, Neo-Babylonian Texts in the Oriental Institute Collection, OIP 122.",79,570-574,Orientalia,,,,
2927,"Or 69 (2000), 368-392","Kottsieper, Ingo",2000,"Der Mann aus Babylonien - Steuerhinterzieher, Flüchtling, Immigrant oder Agend? Zu einem aramäischen Dekret aus neuassyrischer Zeit",69,368-392,Orientalia,,,,
2910,"Or 58 (1989), 551-555","Rochberg-Halton, Francesca",1989,"Rv. A.J. Sachs and H. Hunger, Astronomical Diaries and related Texts from Babylonia. Vol. 1: Diaries from 652 B.C. to 262 B.C. (Wien 1988)",58,551-555,Orientalia,,,,
2893,"Or 50 (1981), 193","Daniels, Peter T.",1981,Frustulum aramaicum,50,193,Orientalia,,,,
2877,"Or 37 (1968), 261-271","von Soden, Wolfram",1968,Aramäische Wörter in neuassyrischen und neu- und spätbabylonischen Texten. Ein Vorbericht. II (n - z and Nachträge),37,261-271,Orientalia,,,,
2860,"Or 27 (1958), 437","Pohl, Alfred",1958,"Rv. R.A. Parker and W.H. Dubberstein, Babylonian Chronology (1957)",27,437,Orientalia,,,,
2844,"Or 18 (1949), 288-306","Nicolò, Mariano, San",1949,Materialien zur Viehwirtschaft in den neubabylonischen Tempeln. II,18,288-306,Orientalia,,,,
2828,"OLZ 96/4-5 (2001), 478-488","Oelsner, Joachim",2001,Uruk im Planquadrat U 18,96/4-5,478-488,Orientalistische Literaturzeitung,,,,
2812,"OLZ 84 (1989), 672-676","Oelsner, Joachim",1989,"Rv. A.J. Sachs and H. Hunger, Astronomical Diaries and related Texts from Babylonia. Vol 1: Diaries from 652 B.C. to 262 B.C. (Wien 1988)",84,672-676,Orientalistische Literaturzeitung,,,,
2796,"OLZ 75 (1980), 66-68","Oelsner, Joachim",1980,"Rv. M. Mayrhofer, Onomastica Persepolitana",75,66-68,Orientalistische Literaturzeitung,,,,
2780,"OLZ 52 (1957), 131-134","Neugebauer, Otto",1957,"Rv. T.G. Pinches and J.N. Strassmaier, prepared for publication by A.J. Sachs,Late Babylonian Astronomical Texts",52,131-134,Orientalistische Literaturzeitung,,,,
2764,"OLZ 22 (1919), 10-16","Weidner, Ernst F.",1919,Babylonische Hypsomatabilder,22,10-16,Orientalistische Literaturzeitung,,,,
2748,"NAPR 10 (1996), 39-84","Gasche, Hermann",1996,"Les tombes achéménides tardives et séleucides de Tell ed-Dēr, Abū Qubūr et Mahmūdīyah",10,39-84,Northern Akkad Project Reports,,,,
