Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
7224,BM 34015,Wunsch 2000,95,-,Broken,Purchases,[-],-,[-],,[-],-,[-],"Purchase of land.<br />
The tablet records the purchase of agricultural land; the text has been divided into paragraphs, marked on the tablet by a line drawn at the end of each one (and indicated below in the paraphrase by LINE).<br />
The first lines of the tablet are damaged, thus several details about the type and size of the land which <strong>A</strong> purchased from <strong>B<sub>1</sub> </strong>and <strong>B<sub>2</sub></strong> are lost: from what is extant onegathers that it is located in front of the Ura&scaron; Gate in the district (<em>pīhatu</em>) of Babylon. LINE<br />
The upper side in the North borders on (the property of) <strong>C</strong> and the lower side in the South on (the properties of) <strong>A</strong>, the buyer as well as the one of the two brothers <strong>D<sub>1</sub></strong> and <strong>D<sub>2</sub></strong>; the upper front in the West borders on (the property of) the brothers <strong>E<sub>1</sub></strong> and <strong>E<sub>2</sub></strong>. Details for the lower front in the East are lost. <strong>A</strong> declares the equivalent for this land together with the sellers <strong>B<sub>1</sub> </strong>and <strong>B<sub>2</sub></strong> (A <em>itti</em> B <em>mahīra nab&ucirc; i&scaron;ām</em>) to be 1 shekel of silver for each 0;0.0.1 Kor (75 m<sup>2</sup>) of land. The total price and the amount of silver given as additional payment are lost in a lacuna of the tablet.<br />
<strong>B<sub>1</sub> </strong>and <strong>B<sub>2</sub></strong> acknowledge that they have received (<em>mahāru, </em>wr. <em>ma-ha-ar</em>) the amount of silver corresponding to the entire purchase price of their field, and they are satisfied (<em>apālu </em>G Stat<em>, </em>wr. <em>a-pa-a)</em>. Only the first words of the usual formula that&nbsp; protects the parties against future claims or suits are extant &ndash; then, the tablet breaks. The names of the witnesses and of the scribe are lost.<br />
&nbsp;<br />
<strong>A</strong> = Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>B<sub>1</sub></strong> = Nab&ucirc;-ēre&scaron;(?); <strong>B<sub>2</sub></strong> = &Scaron;āpik-zēri; <strong>C</strong> = Marduk-zēru-ibni/Nab&ucirc;-balāssu-iqbi//S&icirc;n-&scaron;ad&ucirc;nu; <strong>D<sub>1</sub></strong> = Rēmūtu/Nādinu//S&icirc;n-&scaron;ad&ucirc;nu; <strong>D<sub>2</sub></strong> = Bēl-iddin/Nādinu//S&icirc;n-&scaron;ad&ucirc;nu; <strong>E<sub>1</sub></strong> = Nab&ucirc;-mukīn-apli/Nādin-ahi; <strong>E<sub>2</sub></strong> = Bēl&scaron;unu/Nādin-ahi",,Kathleen Abraham 15/04/2017,Wunsch 2000 95,Egibi/Nūr-Sîn,,,BM 34015,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,BM 32115,Wunsch 2000,134,-,Broken,Purchases,[-],-,[-],,[-],-,[-],"Purchase of land.<br />
<strong>A</strong> purchases land located in the district (<em>pīhatu</em>) of Babylon from <strong>B</strong>. Some details about the field are lost in a lacuna at the beginning of the tablet, but not those about its size and the bordering properties. Its upper side in the North measures 720 cubits (360 m) and borders on <strong>C</strong>&rsquo;s land; its lower side in the South has the same length and borders on <strong>D</strong>&rsquo;s land. The upper front in the West measures 49,50 cubits (24,75 m) and is adjacent to the upper irrigation canal (<em>harru el&ucirc;</em>) while its lower front in the East, that has the same length, borders on the royal street (<em>harrān &scaron;arri</em>).<br />
The buyer has declared the equivalent of the field (<em>mahīra nab&ucirc;</em>) to be 1 mina of silver and has given to <strong>B</strong>, the seller, the total price (<em>&scaron;īmi&scaron;u gamrūtu</em>) plus 3 shekels of silver as additional payment (<em>&scaron;a k&icirc; p&icirc; atri</em>). In total, <strong>B </strong>receives (<em>mahāru</em>) 1 mina and 3 shekels of silver from <strong>A</strong> as purchase price of his field (<em>eqlu</em>). The seller is satisfied (<em>apālu </em>G Stat) and the two parties agree that in future times there will no claims or suits against each other, not even between members of their families.<br />
In Kislīm (IX),<strong> B </strong>will bring the original document attesting the purchase (<em>ummi eqli</em>, lit. &ldquo;mother of the field&rdquo;) and hand it over to <strong>A </strong>(<em>na&scaron;āmu-nadānu</em>), who will give him 1/3 shekels of silver in return. After this clause the tablet breaks: the names of the witnesses and the scribe are lost.<br />
&nbsp;<br />
<strong>A</strong> = Kidin-Marduk/Zēria//&Scaron;ang&ucirc;-Gula; <strong>B</strong> = Nab&ucirc;-&scaron;umu-i&scaron;kun/Tabnēa//Ah-bāni; <strong>C</strong> = Nā&#39;id-Marduk; <strong>D</strong> = Marduk-&scaron;umu-iddin/Zēria//&Scaron;ang&ucirc;-Gula",,Kathleen Abraham 20/12/2016,Wunsch 2000 134,Egibi/Nūr-Sîn,,,BM 32115,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,BM 30449,Nbn.,1111,NB,Babylon city,Real estate - Other,-,VIII,-,10,[ ],Nbn,-,"Addendum to a land sale.<br />
<strong>A </strong>purchased (<em>ina qātē mahāru</em>) two fields: the first one was a plot of arable land (<em>zēru</em>) situated along the Sukull&acirc;tu-street, which he bought from <strong>D</strong> and his brothers by means of his proxy, <strong>B</strong>. This land was part of the dowry (<em>nudunn&ucirc;</em>) of the sellers&rsquo; mother <strong><sup>f</sup>C</strong>; the price, a non-specified amount of silver, was paid to <strong>D</strong> and his brothers. Later, <strong>A</strong> also bought (<em>ina qātē mahāru</em>) 0;0.1.1 Kor (525 m<sup>2</sup>) of arable land (<em>zēru</em>) that was part of the parcel (<em>qutānu</em>)&nbsp;of <strong>D</strong> and his brothers; he paid for it with silver. The present document was drafted with the sole aim to point out that <strong>D</strong>&rsquo;s wife (<strong><sup>f</sup>E</strong>) witnessed the sales (<em>ana mukinnūti a&scaron;ābu</em>), thus implying her consent to them. The related text Rm942, written the same day as this document, records the presence of another woman (the wife of one of <strong>D</strong>&rsquo;s brothers) among the witnesses; the name of the mother is written differently in the two tablets, however it must be the same person. Names of 3 witnesses and the scribe. The technical term for the proxy <strong>B</strong> is not used, but his role is inferable from the content of the text.<br />
&nbsp;<br />
<strong>A</strong> = Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>B</strong> = Nab&ucirc;-bān-ahi/Marduk-nāṣir//Mudammiq-Adad; <strong><sup>f</sup>C</strong> = <sup>f</sup>Kurunnam-tabni/Bēl-upahhir//S&icirc;n-&scaron;ad&ucirc;nu; <strong>D</strong> = Nab&ucirc;-ēre&scaron;/&Scaron;umu-ukīn//S&icirc;n-&scaron;ad&ucirc;nu; <strong><sup>f</sup>E</strong> = <sup>f</sup>Burā&scaron;u/Aqara//&Scaron;ig&ucirc;a, wife of <strong>D</strong>",,Kathleen Abraham 20/12/2016,Nbn. 1111,Egibi/Nūr-Sîn,13,"reedition: Wunsch 2000, no. 92; Krecher 1970, 165.",BM 30449,,,26/11/546 BCE,546,,,,,,,,,,,,,,,,,,,,,,
7176,BM 31519,Dar.,168,Each,Babylon city,Loans ina pani,[-],VI,-,5,-,Dar,-,"Promissory note for silver<br />
A broken amount of silver belonging to <strong>A </strong>is at the disposal of (<em>ina pāni</em>) <strong><sup>f</sup>B</strong> for the purchase of barrels of one-year old (<em>mār &scaron;atti</em>) beer. The compensatory payment for (<strong>A</strong>&#39;s) loss of income from (her) work (<em>mandattu</em>) and payment for the rent (<em>idū</em>) of the house .... (uncl., = she already paid him?). The tablet is drawn up in front of 2 <em>ina uzuzzi</em> witnesses. The scribe is Marduk-balāssu-iqbi/Nabāya.<br />
&nbsp;<br />
<strong>A</strong>= &Scaron;irku (without genealogy) (aka Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi); <strong><sup>f</sup></strong><strong>B</strong>=<sup>f</sup>Nanāya-ana-bīti&scaron;u","Transliteration available on <a href=""http://www.achemenet.com/en/item/?/textual-sources/texts-by-regions/babylonia/babylon/1655883"" target=""_blank"">Achemenet</a>",Kathleen Abraham 15/04/2017,Dar. 168,Egibi/Nūr-Sîn,,"Krecher 1970, 268-269.",BM 31519,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,BM 31965,Wunsch 1993,377,-,Broken,Receipts,[-],-,[-],,[-],-,[-],,,Kathleen Abraham (12/12/2016),Wunsch 1993 377,Egibi/Nūr-Sîn,,,BM 31965,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,BM 31367,Wunsch 2000,47,NB,Broken,Inheritances,[-],XII,-,,[-],Ner,-,"Division of inheritance.<br />
The tablet records a division of inheritance among members of the I&scaron;paru family.<br />
<strong>A </strong>takes possession (<em>ṣabātu</em>) of a property whose details are largely lost in the initial lacuna. His younger brothers <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> take possession (<em>ṣabātu</em>) of x+1/2 square cubits of a surface area which is located near <strong>C</strong>&rsquo;s property. Then, the text lists the agreement related to the settlements (<em>ālu</em>) that are located on the inherited land: <strong>B<sub>1</sub></strong> owns (<em>dagālu</em>) the houses in which <strong>D<sub>1</sub></strong> and <strong>D<sub>2</sub></strong> live, according to his share (<em>kūm zittī&scaron;u</em>). <strong>B<sub>2</sub></strong> owns (<em>dagālu</em>) the house in which <strong>A</strong> lives, according to his share (<em>kūm zittī&scaron;u</em>). Each one of them will pay (lit. &ldquo;give&rdquo;, <em>nadānu</em>) for the maintenance costs (<em>kurummatu</em>) of their mother <strong><sup>f</sup>E</strong>, according to her share (<em>ak&icirc; zittī&scaron;u</em>). <strong><sup>f</sup>F</strong>, a female slave, belongs to (<em>dagālu </em>N) the older brother <strong>A</strong>, according to his share (<em>kūm zittī&scaron;u</em>). <strong>G </strong>belongs to the younger brothers <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong>, according to their share (<em>kūm zittī&scaron;unu</em>). After the real estate and slaves, the document records shares related to a prebend, but due to the synthetical nature of the text it is not possible to infer to which specific prebendary activity it refers. It is stated that <strong>A</strong> owns (<em>dagālu</em>) one half day &ldquo;of Sippar&rdquo;, while the two younger brothers <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> own (<em>dagālu</em>) the other half. All the brothers will pay in full (<em>eṭēru</em> D), in equal amounts (<em>ahātu</em>), for the <em>nishu</em>-expenses (<em>nishu</em>) and credits (<em>ra&scaron;&ucirc;tu</em>) owed by their father; they will also share equally in their father&rsquo;s <em>nishu-</em>income that is still outstanding (<em>sūqu</em>, lit. &quot;in the market&quot;). The two younger sons are entitled to equal shares (<em>ahātu</em>) in arable land (<em>zēru</em>), whose details are not clear (wr. 3(PI)<sup>?</sup> TUK<sup>?</sup>-<em>i&aacute;</em>) and that is (possibly) adjacent to <strong>H</strong>&rsquo;s property. Each one takes possession (<em>arādu</em>, see CAD A/2 s.v. A 1a 10&rsquo;) of the front side of their shares (of land), going down until the dam (<em>makall&ucirc;</em>) of the <em>han&scaron;&ucirc;</em>-land. The text ends invoking a curse on whoever will change the words written in the document. Names of 5 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A</strong> = Rēmūt-Gula/Etellu//I&scaron;pāru; <strong>B<sub>1</sub></strong> = Nab&ucirc;-ēṭir-nap&scaron;āti/Etellu//I&scaron;pāru, brother of <strong>A</strong>; <strong>B<sub>2</sub></strong> = Mu&scaron;ēzib-Marduk/Etellu//I&scaron;pāru, brother of <strong>A</strong>; <strong>C</strong> = Mu&scaron;ēzib-Marduk/Kudurru//I&scaron;pāru; <strong>D<sub>1</sub></strong> = Madān-ahu-iddin; <strong>D<sub>2</sub></strong> = &Scaron;ama&scaron;-uballiṭ; <strong><sup>f</sup>E</strong> = <sup>f</sup>Karibtu, mother of <strong>A</strong>, <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong>; <strong><sup>f</sup>F</strong> = <sup>f</sup>Bazītu, slave of <strong><sup>f</sup>E</strong>; <strong>G</strong> = Libluṭ; <strong>H</strong> = Nā&#39;id-Marduk",,Kathleen Abraham 14/04/2017,Wunsch 2000 47,Egibi/Nūr-Sîn,,,BM 31367,,,559-556 BCE,559-556,,,,,,,,,,,,,,,,,,,,,,
7126,BM 48009,Wunsch 2000,67 ,-,Broken,Commercial partnerships,[-],-,[-],,[-],-,[-],"Dissolution of a business partnership. Division of the profits.<br />
<strong>A<sub>1</sub> </strong>and <strong>B<sub>1</sub> </strong>were partners in a business venture (<em>harrānu &scaron;akānu</em>) in which they had equal shares (<em>ahi zittu</em>). Their sons (<strong>A<sub>2</sub> </strong>and<strong> B<sub>2</sub></strong>) divide (<em>z&acirc;zu</em> D) among them the arable land (<em>zēru</em>) that belongs to the partnership. The details of the division are broken off. The partners to the contract have taken a copy of the document each.<br />
&nbsp;<br />
<strong>A<sub>1</sub></strong> = Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>A<sub>2</sub></strong> = Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin; &nbsp;<strong>B<sub>1</sub></strong> = Rēmūt/Kurbanni-Marduk//Eppe&scaron;-ilī; <strong>B<sub>2</sub></strong> = Nab&ucirc;-mu&scaron;ētiq-udd&ecirc;/Rēmūt",,Kathleen Abraham (12/12/2016),Wunsch 2000 67 ,Egibi/Nūr-Sîn,,,BM 48009,,,,,,,,,,,,,,,,,,,,,,,,,,
7110,BM 30889,,,Each,Babylon city,Receipts,-,IV,-,24,-,Dar,-,"Concerns 73 pieces of small livestock [...], among which 27 two-year olds and 36 one-year olds, which <strong>B</strong>, slave of <strong>A</strong>, owes to his master. All the animals have been delivered by the creditor&rsquo;s messenger to <strong>B</strong>. This does not include the promissory note for small livestock that are at <strong>B</strong>&#39;s disposal within the framework of a lease agreement (gi&scaron; BAR <em>sutu</em>). Names of witnesses and scribe.<br />
&nbsp;<br />
<strong>A</strong> = Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Zababa-iddin, slave of <strong>A</strong>",,Kathleen Abraham 14/04/2017,,Egibi/Nūr-Sîn,10,,BM 30889,,,,,,,,,,,,,,,,,,,,,,,,,,
7094,BM 31279,CT 22,111,-,,Letters,,,,,,,,,,,CT 22 111,Egibi/Nūr-Sîn,,,BM 31279,,,,,,,,,,,,,,,,,,,,,,,,,,
7078,BM 30717,CT 22,82 ,-,,Letters,,,,,,,,,,,CT 22 82 ,Egibi/Nūr-Sîn,,,BM 30717,,,,,,,,,,,,,,,,,,,,,,,,,,
7062,BM 31338 ,Cyr.,172 ,Each,Borsippa city,Receipts,-,VI,-,4,-,Cyr,-,"Receipt of payment of a silver debt. Subrogation.<br />
Concerns the debt for 3 minas of silver that <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> owe to <strong>A</strong> and for which a promissory note has been issued (<em>e&rsquo;ēlu</em>). <strong>A</strong> receives payment (<em>eṭēru</em>) for this debt from <strong>C </strong>(his father-in-law). He should compel the debtors to pay (<em>lapāni na&scaron;&ucirc;</em>, lit. &quot;to take from&quot;), and give the silver to <strong>C</strong> (<em>nadānu</em>) in good conscience (<em>ina amāti</em>, lit. &quot;on the word of&quot;).&nbsp; He guarantees the collection of the said sum of silver (<em>&scaron;ipir &scaron;a kaspa</em>, lit. &ldquo;doing of this sum of silver&rdquo;). In addition, there is an earlier promissory note which is still pending. Names of xxx witnesses and the scribe<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B<sub>1</sub></strong> = Rēmūt/Sallana; <strong>B<sub>2 </sub></strong>= Gūzānu/Sūqāya; <strong>C </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1669019"" target=""_blank"">Achemenet</a>",Kathleen Abraham (12/12/2016),Cyr. 172 ,Egibi/Nūr-Sîn,23,"reedition: Wunsch 1993, no. 294; Krecher 1970, 208; Koschaker 1911, 258.",BM 31338 ,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,BM 30585 ,Cyr.,143,Each,Babylon city,Dowries,-,XI,-,3,-,Cyr,-,"Dowry gift.<br />
<strong>A</strong> gives of his own free will the dowry of his daughter <strong><sup>f</sup>C</strong> to <strong>B</strong>. It consists of 10 mina silver, 5 slaves and household utensils. Names of 2 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A</strong>=Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi, father of <strong><sup>f</sup>C</strong>; <strong>B</strong>=Itti-Nab&ucirc;-balāṭu/Marduk-bāni-zēri/Bēl-ēṭir, the groom; <strong><sup>f</sup>C</strong>=<sup> f</sup>Ta&scaron;mētu-tabni, bride and daughter of <strong>A</strong>.","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1668363"" target=""_blank"">Achemenet</a>",Kathleen Abraham 31/01/2017,Cyr. 143,Egibi/Nūr-Sîn,26,"reedition: Wunsch 1993, no. 288; Krecher 1970, 206; Petschow 1956 (NBPf.), 55; Weingort 1939, 17f; Tallqvist 1891, 6f.; Kohler and Peiser, BRL 2 (1891), 11f; San Nicolò, Aegyptus 27 (1947), 126f; Demuth, BA 3 (1898), 415f; Roth, JAOS 111 (1991), 26.",BM 30585 ,,,,,,,,,,,,,,,,,,,,,,,,,,
7029,BM 30346,Nbk.,365,NB,Upija,Statements in court/Depositions,-,VIII,-,40,-,Nbk,-,"Statement in court about testimony by a witness.<br />
On the 5th of Kislīm (IX), <strong>A</strong> will bring his witness to Piqūdu to let him testify against <strong>B</strong>, who maintains that the plaintiff should not argue a case (<em>dabābu</em>) against him about the dead slave (<em>qallu</em>), since he is ready to&nbsp; compensate him in full for the life of his slave. Should the witness testify against <strong>B</strong>, then<strong> B</strong> will pay 1 mina of silver corresponding to the purchase price for <strong>A</strong>&rsquo;s slave. Should the witness not testify, [<strong>B </strong>will go unpunished]. Names of 3 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A</strong> = &Scaron;arru-ukīn/Ammānu; <strong>B</strong> = Id&icirc;-ilī/Dīnāya",,Kathleen Abraham 15/04/2017,Nbk. 365,Egibi/Nūr-Sîn,7,,BM 30346,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,BM 30637,Dar.,467,Each,Babylon city,Real estate - Other,-,I,-,18,-,Dar,-,"Addendum to the purchase of a house by proxy<br />
<strong>A</strong> purchased a 5 gi (c. 45 m<sup>2</sup>) big house and a share (<em>ahu</em>) in a slave (<strong>C</strong>) from <strong>B</strong> by proxy. He gave <strong>D</strong>, his proxy, the silver to buy the property: 2 5/6 minas of medium-quality silver of which 1/8 is alloy. The latter received (<em>mahāru</em>) the purchased property from the seller and a sale document (<em>&scaron;aṭāru</em>) was written at <strong>A</strong>&#39;s request (<em>ṣib&ucirc;tu</em>). The present document aims pointing out that <strong>D </strong>has no share (<em>zittu</em>) whatsoever in either the house or the slave. Names of 7 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A</strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B</strong> = Nergal-u&scaron;ēzib/Itti-Marduk-balāṭu//Egibi; <strong>C </strong>= Bēl-&scaron;ubat-..., slave of B; <strong>D </strong>= Nab&ucirc;-ittannu/Ardia//S&icirc;n-ilī","Transliteration available on <a href=""http://www.achemenet.com/en/item/?/textual-sources/texts-by-regions/babylonia/babylon/1662554"" target=""_blank"">Achemenet</a>",Kathleen Abraham (12/12/2016),Dar. 467,Egibi/Nūr-Sîn,24,"Krecher 1970, 326f; Petschow RIDA 3e Série 1 (1954), 131f.; Petschow 1956 (NBPf.), 48; Kohler and Peiser, BRL 4 (1898), 33f; Weingort 1939, 25f.",BM 30637,,,504 BCE,504,,,,,,,,,,,,,,,,,,,,,,
6997,BM 31061,Dar.,474,Each,Babylon city,Securities for debts,-,XII,-,18,-,Dar,-,"Pledge of housewith anitchresis as security for a silver debt.<br />
<strong>B</strong> owes 4 &frac12; minas of medium quality silver, of which one-eighth is alloy to <strong>A</strong>. The payment is secured by the pledge of the debtor&rsquo;s house located in the Mu&scaron;ēpi&scaron;u-&scaron;a-hubur street, next to the houses of <strong>C</strong> and <strong>D</strong>. The creditor enjoys the usufruct of the house in lieu of receiving interest (antichresis). Accordingly, he does not pay rent for the house, and <strong>B</strong> does not pay interest on his debt until the capital amount, 4 &frac12; minas of silver has been fully repaid (eṭēru N). The debtor&rsquo;s house is placed at the creditor&rsquo;s disposal starting from the 1st of Nisan (I) of the 19th year, i.e. in roughly three weeks from this document&#39;s date of issue. Names of 14(?) witnesses and the scribe: Nidinti-Marduk/Bēl-kāṣir.<br />
&nbsp;<br />
<strong>A</strong> = Nergal-u&scaron;allim/balāṭu//Ir&rsquo;anni; <strong>B</strong> = Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>C</strong> = Nidintu/Iddināya; <strong>D</strong> = Nab&ucirc;-ittannu","Transliteration available on <a href=""http://www.achemenet.com/en/item/?/textual-sources/texts-by-languages-and-scripts/babylonian/egibi-archive/1662715"" target=""_blank"">Achemenet</a>",Kathleen Abraham (12/12/2016),Dar. 474,Egibi/Nūr-Sîn,12,"Krecher 1970, 328; Petschow 1956 (NBPf.), 172.",BM 31061,,,503 BCE,503,,,,,,,,,,,,,,,,,,,,,,
